source_document,page_or_section,shunt_type,ligation_strategy,clinical_notes,instruction_snippet
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 132,Unknown,,,"CHIVA: The blood flows towards the foot for a short seg-
ment but never from N1 to N2 or N2 to N3. The total 
blood volume in the leg is reduced to normal. With per-
mission by [10]
E. Mendoza"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 133,Unknown,,ep vein system (N1 | N3 veins) flow | N2) into the deep,"127
Reflux is the basic signal indicating recircula-
tion: blood in circular flow, which never leaves 
the leg. If the primary reflux source is interrupted 
however, as by interruption of the SFJ, thi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 133,Unknown,,,"6.3.4.2	 Division of the Hydrostatic 
Pressure Column
In the standing subject, varicose veins carry the 
blood into the deep vein system by the easiest 
route, as dictated by gravity. Even if the rec"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 133,Unknown,,,"6.3.4.3	 Keeping Re-entry Points 
Untouched
Re-entry perforating veins must be maintained 
untouched in order to provide drainage from the 
superficial vein system. They must be preserved 
as part of"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 133,Unknown,,,"CHIVA. 
The 
same 
happened 
to 
Dwerryhouse [11] when they aimed to 
compare stripping with crossectomy with-
out stripping (which is not CHIVA!!). They 
found a footward-directed flow and 
described"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 134,Unknown,,,"6.3.4.4	 Eliminating Non-draining 
Venous Networks
The non-draining tributary network consists of 
veins which are distended by reflux with a poor 
drainage (see Sect. 3.2.3). The blood flows slowly "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 135,Unknown,,,"6.4	
CHIVA Strategy Depends 
on the Saphenous 
Perforating Veins
The most important distinction between two 
recirculation systems prior to decide which"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 135,3,,,"CHIVA strategy to apply is to find out whether 
there is or not a draining perforating vein link 
between the refluxing saphenous vein and the 
deep vein. This will differentiate the most fre-
quent s"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 136,3,,,"130
segment of saphenous vein between both 
­interruptions would remain “non-drained” in 
case of shunt type 3 (see Fig. 6.3 right) (see also 
Sect. 6.11.3 shunt type 3).
If only performing crossotomy"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 136,2,"CHIVA 2”
To solve this problem, CHIVA in two steps was 
developed and called “CHIVA 2” in the CHIVA ",,"6.4.1	
CHIVA in Two Steps or 
“CHIVA 2”
To solve this problem, CHIVA in two steps was 
developed and called “CHIVA 2” in the CHIVA 
meeting in Passenans, 1994. In the first step, only 
the N2 → N3 co"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 136,2,,,"6.4.1.3). As this remodelling takes some time, the 
control ultrasound should be performed about 
3 months after the intervention or even later on. 
In case of permanent antegrade flow, patients at 
t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 136,3,,,"6.4.1.1	 Flow Conversion 
in the Saphenous Vein
Forty-two percent of patients with a shunt type 3 
have an antegrade flow after tributary disconnec-
tion in shunt type 3 after 1 year; this is stable "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 137,2,,,"131
29% of patients after 3 years [13]. This means that 
the GSV will be flowing physiologically with ante-
grade drainage (see Fig. 6.5) in midterm in about a 
third of all cases treated with CHIVA 2"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 137,3,,reflux recurrence in the GSV,"6.4.1.2	 Persistent Reflux Draining 
Through a Perforating Vein
In case of reflux recurrence in the GSV after trib-
utary interruption, the reflux will find a new re-­
entry pathway. This might be a "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 137,2,"CHIVA 
2 with recurrent reflux in the GSV is a new 
refluxing tributary",reflux in the GSV | reflux amount in the GSV | N2 − N3 jump interruption rep,"6.4.1.3	 Persistent Reflux Draining 
Through a New Tributary
The other option after the first step of CHIVA 
2 with recurrent reflux in the GSV is a new 
refluxing tributary draining the refluxing 
b"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 138,3,,,"6.4.2	
Devalvulation of GSV
To avoid the treatment in more than one step in 
case of shunt type 3 and fearing proximal throm-
bosis in the GSV after applying first step of"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 138,4,"CHIVA 2, the “devalvulation” was proposed by 
Claude Franceschi in the CHIVA Meeting (1994 
Passenan",,"CHIVA 2, the “devalvulation” was proposed by 
Claude Franceschi in the CHIVA Meeting (1994 
Passenans, France) and has been further devel-
oped. The aim is to create a draining situation for 
the GSV "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 138,2,"CHIVA 2. Blood from the proximal segment of the GSV will 
then drain through the perforating vein. N",,"CHIVA 2. Blood from the proximal segment of the GSV will 
then drain through the perforating vein. N1
N2 – N1
–
. 
With permission by [10]
a
b
c
?
Fig. 6.7  (a) After the first step of CHIVA 2 (light "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 139,Unknown,,,"•	 Type A is the case of a multisegmental reflux 
in GSV. The devalvulation will be applied on 
the competent GSV segment between the two 
refluxing segments (see Fig. 6.8a)."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 139,3,,,"•	 Type Bp applies to a shunt type 3. Distal to the 
refluxing tributary, on the antegrade segment 
of the GSV, a perforating vein is visible (most 
often the proximal paratibial or Boyd) (see 
Fig. 6"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 139,3,,,"•	 Type B: Same situation as Bp (shunt type 3), 
but no visible distal perforating vein on the 
GSV. In this case, we assume the presence of 
the perforating vein at the typical locations 
(see Fig. 6"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 139,Unknown,,,"6.5	
Management 
of the Sapheno-femoral 
Junction
The great saphenous vein (GSV) is very often 
affected in varicose disease. The reflux source 
can be located at the groin with different varia-
tion"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 139,3,,refluxing GSV,"Type A left: preoperative situation with two refluxing 
segments on the GSV and one interposed competent seg-
ment, as well as a perforating vein draining the distal seg-
ment located on the GSV. Righ"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 140,Unknown,,,"134
pathways of the reflux (see Sect. 6.4). In case 
no draining perforating vein is found on the 
saphenous vein, possibly the tributary will be 
treated first and the SFJ later on only in case it 
i"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 140,Unknown,,,"6.5.1	
Incompetent Terminal 
and Preterminal Valve
This section deals with the treatment of a reflux 
in the GSV caused by incompetent terminal and 
preterminal valves (see Fig. 6.9b).
Claude Frances"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 140,4,,,"CHIVA [14]. Long-time results are still missing. 
For further information, see Sect. 7.13.
CFA
CFV
PGT
AASV
PTV
GSV
TV
a
b
c
Fig. 6.9  (a) Schematic representation of the sapheno-­
femoral junction: C"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 141,1,,ep vein fills a short segment of the GSV | reflux with the GSV | N2) and only in its course it turns,"6.5.2	
Incompetent Anterior 
Accessory Vein
In case of an incompetent terminal valve and 
competent preterminal valve, the reflux from the 
deep vein fills a short segment of the GSV and 
then escape"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 141,Unknown,"ligated, 
since in that",Reflux from the common femoral vein (N1 | reflux down the GSV,"6.5.2.1	 Incompetent Terminal 
and Competent Preterminal 
Valve
Reflux from the common femoral vein (N1) with 
incompetent terminal valve into the GSV (N2), 
escaping into the AASV. Competent preterm"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 141,Unknown,,N2 with reflux,"6.5.2.2	 Incompetence of a Subfascial 
AASV with Refluxing Tributary 
Leaving the Fascia
Incompetent terminal valve with reflux from the 
femoral vein (N1) into the GSV (N2). Competent 
preterminal v"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 141,Unknown,,Reflux from the common femoral vein (N1,"6.5.2.3	 Incompetence of the AASV 
with Simultaneous 
Incompetence of the GSV 
and Draining Perforating Vein 
on GSV
Reflux from the common femoral vein (N1) with 
incompetent terminal and pretermina"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 142,1,,N2/N3) as reflux,"136
knee. Drainage through perforating vein from the 
GSV (shunt type 1). In addition, reflux into the 
AASV (N2/N3) as refluxing tributary (see 
Fig. 6.12a).
The treatment consists in the interruptio"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 142,Unknown,"flush ligation of the AASV at the 
GSV, 
sometimes 
called 
“lateral 
crossotomy”. 
–
N1 
N2 
N2/3 –",Reflux from the common femoral vein (N1 | SFJ have become competent,"6.5.2.4	 Incompetence of the AASV 
with Simultaneous 
Incompetence of the GSV 
and No Draining Perforating 
Vein on the GSV
Reflux from the common femoral vein (N1) 
with incompetent terminal and pre"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 143,3,,N2/N3) as reflux,"137
valve, into the GSV (N2) above or above and 
below the knee. Drainage through a tributary 
from the GSV (shunt type 3). In addition, reflux 
in the AASV (N2/N3) as refluxing tributary (see 
Fig. 6"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 143,3,,,"Usually in case of shunt type 3, the treatment 
is flush ligation of both tributaries, followed by 
crossotomy after some months in over 50% of 
cases (see Sect. 6.4.1). As the AASV has to be 
ligated"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 143,Unknown,,,"tent terminal and preterminal valve, draining perforating 
vein on the GSV. N1 
N2 – N1
N2/3 – N1
 (b) After crossotomy 
with additional interruption of the AASV calibre 
reduction in GSV and AASV. N1"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 143,3,,,"N2 – N1
N2/3 – N1
–
. With 
permission by [10]
a
b
c
Fig. 6.13  (a) Shunt type 3 with two tributaries: one at 
distal thigh and one is the AASV. N1 
N2 
N3 – N1
N2/3 – N1
 
(b) Treatment in case of li"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 143,Unknown,,,"tributary with flow reversal in the GSV in about 50% of 
cases. Later the AASV could be treated with sclero-
therapy in case of little reflux or with interruption at the 
confluence with the GSV. N1 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 143,Unknown,,,"N3 – N1
N2/3 – N1
–
 (c) 
Treatment in case of dilated veins: crossotomy includ-
ing the interruption of the AASV and perhaps later 
sclerotherapy of the tributary. N1 
N2 
N3 – N1
N2/3 – N1
–
. 
With"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 144,Unknown,flush ligation of the distal refluxing tributary,reflux in GSV | refluxing GSV,"•	 In case of little reflux in GSV and AASV, with 
small diameters (Fig.  6.13b), perform first 
flush ligation of the distal refluxing tributary 
(at the thigh or calf), but not touching the 
AASV. F"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 144,Unknown,,,"•	 Dilated GSV and AASV with large amount of 
reflux (Fig.  6.13c): treatment of the SFJ as 
first step with crossotomy and interruption of 
AASV. Depending on the calibre reduction of 
the tributary,"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 144,Unknown,,Reflux from the common femoral vein (N1 | Reflux from deep vein into GSV,"6.5.2.5	 Reflux in the AASV 
with Drainage into the GSV at 
Mid-thigh via a Communicating 
Vein
Reflux from the common femoral vein (N1) 
through the SFJ into the GSV (N2), escaping into 
the AASV. T"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 145,Unknown,"flush ligation of 
the AASV at the GSV in the groin and an inter-
ruption of the tributary",reflux in the GSV,"139
The treatment consists in a flush ligation of 
the AASV at the GSV in the groin and an inter-
ruption of the tributary feeding the GSV to dimin-
ish the flow into the GSV and flush ligation of the"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 145,Unknown,,,"6.5.2.6	 Isolated Incompetence 
of the AASV
Sometimes we find an isolated reflux in the 
AASV with competent terminal and preterminal 
valves. The reflux source might be the competent 
GSV or a reflu"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 145,Unknown,,,"6.6	
Management of Pelvic Reflux
Pelvic reflux has its origin in an incompetent 
pelvine network, filling tributaries at the groin, 
the ventral, inner or posterior part of the thigh 
and this findin"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 145,Unknown,,,"•	 Pelvic reflux fills only tributaries, not involv-
ing a saphenous vein in the pathology.
The first situation is discussed in Sects. 6.6.1 
and 6.6.2 and the last three in Sect. 6.6.3.
Fig. 6.15  Su"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 146,Unknown,,reflux from the femoral vein into the GSV,"6.6.1	
Competent Terminal 
and Incompetent Preterminal 
Valve
This condition is only known since the introduc-
tion of ultrasound to the diagnostics of superficial 
vein insufficiency. When applying "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 146,Unknown,,,"4.5). The origin of the reflux has to be found and 
possibly treated, depending on the drainage path-
ways (see shunt types 4 and 5 and Sects. 3.8.5,"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 146,Unknown,,reflux does not flow from the deep vein into the GSV,"3.8.7, 6.11.4, and Chap. 8).
How to treat this condition? Thinking as 
usual in classical phlebology, as the GSV is 
refluxing starting at the SFJ, the “crosse” has to 
be treated. But when applying a"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 147,5,,reflux and leaving the GSV | reflux drained through the GSV,"141
para-ostial reflux and leaving the GSV in situ 
(we are doing saphenous vein sparing surgery!), 
this interruption would not change anything in 
the haemodynamic situation (see Fig. 6.16b, red 
li"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 147,Unknown,,refluxing GSV,"CHIVA: A GSV with reflux and feeding refluxing 
tributaries is reverted to a competent vein, stable 
throughout time. The benefit for the patient is 
obvious: preservation of the complete untouched 
N"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 147,Unknown,,,"6.6.2	
Incompetent Terminal 
and Preterminal Valve 
with Additional Reflux 
in Groin Tributaries
Sometimes, in addition to a reflux from the fem-
oral vein into the GSV via an incompetent ter-
minal "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 147,Unknown,,,"6.5.1, CHIVA proposes the crossotomy. The 
problem is that this would leave a reflux from 
the groin tributary into the GSV (as depicted in 
Fig. 6.16b).
There are some options:"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 148,Unknown,,retrogradely through the GSV,"•	 In case of a perforating vein draining the GSV, 
the pelvic leak point is left without treatment 
when performing a crossotomy, expecting a good 
drainage retrogradely through the GSV and the 
perf"
